route_key,mode,o_zone_id,d_zone_id,o_x_coord,o_y_coord,d_x_coord,d_y_coord,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,volume,WKT_geometry
36_24_transit,transit,36,24,-121.944,38.0189,-122.125,37.8932,14.9661,24.0804,13.117,21.1052,1.14097,22.8546,23.3075,4,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.124644 37.893220)"
36_26_transit,transit,36,26,-121.944,38.0189,-122.267,37.8288,24.1093,38.7919,21.9624,35.3374,1.09776,35.8578,36.7292,26,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.267163 37.828814)"
36_29_transit,transit,36,29,-121.944,38.0189,-122.402,37.7892,33.17,53.3706,29.5597,47.5616,1.12213,53.8628,56.9337,65,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
36_31_transit,transit,36,31,-121.944,38.0189,-122.025,38.0034,4.5206,7.27365,4.50209,7.24386,1.00411,6.85037,6.94248,6,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.024561 38.003407)"
36_33_transit,transit,36,33,-121.944,38.0189,-122.184,37.8785,18.3448,29.5168,16.2605,26.1632,1.12818,26.8556,27.2779,2,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.183717 37.878503)"
36_35_transit,transit,36,35,-121.944,38.0189,-122.056,37.9285,10.0408,16.1556,8.72623,14.0405,1.15064,14.8525,15.1026,10,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.056015 37.928463)"
36_38_transit,transit,36,38,-121.944,38.0189,-122.407,37.7846,33.6151,54.0867,29.9943,48.2608,1.12072,55.8639,58.9527,58,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
36_40_transit,transit,36,40,-121.944,38.0189,-122.251,37.8448,22.705,36.5324,20.6095,33.1607,1.10168,32.8567,33.5494,6,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.251271 37.844795)"
36_42_transit,transit,36,42,-121.944,38.0189,-122.416,37.6377,46.0285,74.0599,36.8474,59.2875,1.24916,81.8732,84.9702,1,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.416384 37.637720)"
36_43_transit,transit,36,43,-121.944,38.0189,-122.392,37.616,48.0397,77.2959,37.0412,59.5992,1.29693,86.8742,89.9712,9,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.391895 37.616023)"
36_45_transit,transit,36,45,-121.944,38.0189,-122.444,37.6644,43.6338,70.2068,36.6649,58.9938,1.19007,78.8721,81.9691,4,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.444254 37.664437)"
36_48_transit,transit,36,48,-121.944,38.0189,-122.067,37.9058,11.7243,18.8644,10.3004,16.5734,1.13823,17.8536,18.1781,20,"LINESTRING(-121.944248 38.018950,-121.944348 38.018850,-122.024661 38.003307,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.067379 37.905812)"
37_1_transit,transit,37,1,-122.299,37.9026,-122.272,37.8035,7.70341,12.3948,7.01159,11.2816,1.09867,17.8561,27.1972,12,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.271589 37.803471)"
37_2_transit,transit,37,2,-122.299,37.9026,-122.42,37.7652,16.9607,27.2898,11.5629,18.6047,1.46682,36.8622,54.4768,4,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.419755 37.765176)"
37_3_transit,transit,37,3,-122.299,37.9026,-122.269,37.8081,7.34974,11.8257,6.73857,10.8424,1.0907,15.8551,23.7083,12,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.268722 37.808060)"
37_4_transit,transit,37,4,-122.299,37.9026,-122.419,37.7524,17.8447,28.7121,12.2612,19.7283,1.45538,38.8632,56.4798,4,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
37_6_transit,transit,37,6,-122.299,37.9026,-122.27,37.8531,4.2308,6.80735,3.77548,6.07474,1.1206,8.85296,8.93278,9,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.269750 37.853069)"
37_7_transit,transit,37,7,-122.299,37.9026,-122.448,37.7218,20.5048,32.9922,14.8995,23.9732,1.37621,43.8653,61.483,1,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.447510 37.721758)"
37_8_transit,transit,37,8,-122.299,37.9026,-122.126,37.6969,18.5719,29.8822,17.0483,27.4307,1.08937,38.8613,38.9888,1,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.126431 37.696938)"
37_11_transit,transit,37,11,-122.299,37.9026,-122.414,37.7794,15.9233,25.6207,10.5738,17.0132,1.50593,34.8611,52.47,32,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
37_13_transit,transit,37,13,-122.299,37.9026,-122.197,37.7536,13.0799,21.0456,11.7105,18.8422,1.11694,29.8592,29.983,1,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.196698 37.753604)"
37_15_transit,transit,37,15,-122.299,37.9026,-122.469,37.7063,22.0923,35.5464,16.4391,26.4505,1.34389,47.8663,65.4849,2,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.468994 37.706304)"
37_16_transit,transit,37,16,-122.299,37.9026,-122.268,37.8701,3.04911,4.90603,2.80562,4.51425,1.08679,6.85192,6.92298,28,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.268078 37.870117)"
37_17_transit,transit,37,17,-122.299,37.9026,-122.317,37.9252,1.85977,2.99236,1.84179,2.96344,1.00976,2.8508,2.85082,4,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.316968 37.925105,-122.316868 37.925205)"
37_19_transit,transit,37,19,-122.299,37.9026,-122.397,37.7928,14.6227,23.528,9.2897,14.9471,1.57408,29.8581,47.0464,39,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
37_20_transit,transit,37,20,-122.299,37.9026,-121.977,37.5575,31.2942,50.3524,29.6446,47.6982,1.05565,56.8656,57.0034,2,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.976605 37.557513)"
37_21_transit,transit,37,21,-122.299,37.9026,-122.224,37.7749,10.9832,17.672,9.72603,15.6492,1.12926,26.8581,26.9787,3,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.224067 37.774873)"
37_22_transit,transit,37,22,-122.299,37.9026,-122.434,37.7333,19.4027,31.219,13.8189,22.2346,1.40407,41.8642,59.4816,2,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.433557 37.733269)"
37_23_transit,transit,37,23,-122.299,37.9026,-122.087,37.6697,21.4355,34.4897,19.822,31.8935,1.0814,42.8624,42.993,1,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.086941 37.669731)"
37_25_transit,transit,37,25,-122.299,37.9026,-122.265,37.7974,8.25025,13.2746,7.50223,12.0711,1.09971,22.8571,22.9726,1,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.265332 37.797257,-122.265232 37.797357)"
37_26_transit,transit,37,26,-122.299,37.9026,-122.267,37.8288,5.91295,9.51394,5.38615,8.66631,1.09781,11.854,11.9438,11,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.267163 37.828814)"
37_27_transit,transit,37,27,-122.299,37.9026,-122.387,37.6002,30.9714,49.833,21.4416,34.4996,1.44445,67.8715,85.493,2,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.386940 37.600099,-122.386840 37.600199)"
37_29_transit,transit,37,29,-122.299,37.9026,-122.402,37.7892,14.9736,24.0926,9.63536,15.5033,1.55403,30.8591,48.2885,38,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
37_30_transit,transit,37,30,-122.299,37.9026,-122.284,37.874,2.16495,3.48341,2.14691,3.45437,1.0084,3.85092,3.88191,2,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.283508 37.874032)"
37_38_transit,transit,37,38,-122.299,37.9026,-122.407,37.7846,15.4187,24.8088,10.0748,16.2103,1.53043,32.8601,50.4218,21,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
37_39_transit,transit,37,39,-122.299,37.9026,-122.353,37.9368,3.98613,6.41369,3.77753,6.07805,1.05522,7.85178,7.85179,3,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.316968 37.925105,-122.353104 37.936695,-122.353004 37.936795)"
37_41_transit,transit,37,41,-122.299,37.9026,-122.161,37.7218,16.029,25.7906,14.5944,23.4823,1.0983,34.8603,34.9859,5,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.160713 37.721806)"
37_42_transit,transit,37,42,-122.299,37.9026,-122.416,37.6377,27.8321,44.7819,19.3961,31.2084,1.43493,58.8694,76.49,1,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.416384 37.637720)"
37_43_transit,transit,37,43,-122.299,37.9026,-122.392,37.616,29.8433,48.0179,20.4443,32.8949,1.45974,63.8705,81.4917,1,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.391895 37.616023)"
37_45_transit,transit,37,45,-122.299,37.9026,-122.444,37.6644,25.4375,40.9289,18.2721,29.3998,1.39215,55.8684,73.4885,1,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.444254 37.664437)"
37_47_transit,transit,37,47,-122.299,37.9026,-121.939,37.5023,35.6212,57.3145,33.9322,54.5969,1.04978,62.8667,63.0048,1,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.939358 37.502307)"
37_50_transit,transit,37,50,-122.299,37.9026,-122.295,37.8049,8.9935,14.4705,6.75428,10.8676,1.33152,22.8571,35.524,2,"LINESTRING(-122.298895 37.902633,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.295144 37.804923)"
38_1_transit,transit,38,1,-122.407,37.7846,-122.272,37.8035,7.73295,12.4423,7.52773,12.1121,1.02726,14.8543,14.9596,21,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.271589 37.803471)"
38_2_transit,transit,38,2,-122.407,37.7846,-122.42,37.7652,1.55958,2.50937,1.50525,2.42195,1.03609,4.85242,4.86218,11,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.419755 37.765176)"
38_3_transit,transit,38,3,-122.407,37.7846,-122.269,37.8081,8.08661,13.0114,7.74173,12.4564,1.04455,15.8553,15.9621,15,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
38_4_transit,transit,38,4,-122.407,37.7846,-122.419,37.7524,2.44357,3.93171,2.30793,3.71346,1.05877,6.85345,6.86396,8,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
38_6_transit,transit,38,6,-122.407,37.7846,-122.27,37.8531,11.2056,18.0297,8.8762,14.2818,1.26243,23.8572,23.9682,2,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.269750 37.853069)"
38_7_transit,transit,38,7,-122.407,37.7846,-122.448,37.7218,5.10364,8.21175,4.86667,7.83048,1.04869,11.8555,11.8667,23,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.447510 37.721758)"
38_8_transit,transit,38,8,-122.407,37.7846,-122.126,37.6969,18.4795,29.7336,16.5039,26.5548,1.1197,31.8586,31.8749,1,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.126431 37.696938)"
38_9_transit,transit,38,9,-122.407,37.7846,-121.875,37.3685,45.4436,73.1187,40.9604,65.9053,1.10945,69.8663,69.8936,1,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.890903 37.409736,-121.874761 37.368395,-121.874661 37.368495)"
38_11_transit,transit,38,11,-122.407,37.7846,-122.414,37.7794,0.522223,0.840256,0.504503,0.811745,1.03512,1.85139,1.85429,3,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
38_12_transit,transit,38,12,-122.407,37.7846,-122.466,37.6846,8.19611,13.1875,7.61967,12.26,1.07565,20.8576,20.8691,5,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.466167 37.684642)"
38_13_transit,transit,38,13,-122.407,37.7846,-122.197,37.7536,12.9876,20.897,11.7055,18.8342,1.10952,24.8564,24.8674,6,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.196698 37.753604)"
38_14_transit,transit,38,14,-122.407,37.7846,-122.029,37.9738,27.0491,43.522,24.4196,39.2912,1.10768,45.862,45.8711,7,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.056115 37.928363,-122.029226 37.973673,-122.029126 37.973773)"
38_15_transit,transit,38,15,-122.407,37.7846,-122.469,37.7063,6.69113,10.766,6.37408,10.2559,1.04974,15.8565,15.8679,14,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.468994 37.706304)"
38_16_transit,transit,38,16,-122.407,37.7846,-122.268,37.8701,12.3872,19.9311,9.62695,15.4898,1.28672,25.8582,25.9697,12,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.268078 37.870117)"
38_17_transit,transit,38,17,-122.407,37.7846,-122.317,37.9252,17.2609,27.7728,10.8952,17.5304,1.58426,33.8611,33.9727,7,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.316968 37.925105,-122.316868 37.925205)"
38_18_transit,transit,38,18,-122.407,37.7846,-121.899,37.7017,30.9649,49.8225,28.3489,45.6134,1.09228,49.8616,49.8674,5,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.075715 37.690676,-121.928401 37.699660,-121.899342 37.701592,-121.899242 37.701692)"
38_19_transit,transit,38,19,-122.407,37.7846,-122.397,37.7928,0.813632,1.30913,0.795848,1.28052,1.02235,3.85236,3.93388,2,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.397080 37.792789)"
38_20_transit,transit,38,20,-122.407,37.7846,-121.977,37.5575,31.2018,50.2038,28.3079,45.5473,1.10223,50.8629,50.8896,2,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.976605 37.557513)"
38_21_transit,transit,38,21,-122.407,37.7846,-122.224,37.7749,10.8908,17.5234,10.0338,16.1445,1.08541,20.8554,20.865,7,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.224067 37.774873)"
38_22_transit,transit,38,22,-122.407,37.7846,-122.434,37.7333,4.0016,6.43857,3.82682,6.15735,1.04567,9.85449,9.86552,14,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.433557 37.733269)"
38_23_transit,transit,38,23,-122.407,37.7846,-122.087,37.6697,21.3431,34.341,19.2279,30.9376,1.11001,36.8596,36.8794,7,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.086941 37.669731)"
38_24_transit,transit,38,24,-122.407,37.7846,-122.125,37.8932,18.6666,30.0346,17.1554,27.6031,1.08809,33.8591,33.8598,2,"LINESTRING(-122.407387 37.784645,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.124644 37.893220)"
