path_id,service_route_id,o_zone_id,d_zone_id,unique_route_id,agent_type,demand_period,toll,travel_time,distance,link_sequence,node_sequence,geometry,prob,node_ids,link_ids,distance_mile,total_distance_km,total_free_flow_travel_time,total_travel_time,route_key,seed_od_volume,target_od_volume,final_est_od_volume,volume
1446,2,22,15,3,transit,AM,0,4.82106,4354.87,183;448;412;435,22;84;66;78;15,,0.0558212,22;84;66;78;15,183;448;412;435,2.70657,4.35487,4.82106,4.82106,265_1478,6,0,6,0.334927
1447,1,22,15,2,transit,AM,0,4.82106,4354.87,182;446;410;433,22;83;65;77;15,,0.0685305,22;83;65;77;15,182;446;410;433,2.70657,4.35487,4.82106,4.82106,262_1471,6,0,6,0.411183
1448,0,22,15,1,transit,AM,0,4.82106,4354.87,181;444;408;431,22;82;64;76;15,,0.130831,22;82;64;76;15,181;444;408;431,2.70657,4.35487,4.82106,4.82106,259_1464,6,0,6,0.784986
1449,0,22,16,1,transit,AM,0,28.2401,26335.6,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1093,22;419;410;408;413;425;422;418;430;407;409;420;411;416;16,,1,22;419;410;408;413;425;422;418;430;407;409;420;411;416;16,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1093,16.3677,26.3356,28.2401,28.2401,5446_14414,7,0,7,7
1450,0,22,17,1,transit,AM,0,36.5931,34175.7,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1110;1095,22;419;410;408;413;425;422;418;430;407;409;420;411;416;423;424;417;17,,1,22;419;410;408;413;425;422;418;430;407;409;420;411;416;423;424;417;17,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1110;1095,21.2403,34.1757,36.5931,36.5931,6711_17728,2,0,2,2
1451,5,22,19,5,transit,AM,0,8.4039,7717.71,186;662;620;608;634;713;680;655,22;195;173;167;181;221;204;192;19,,0.0510864,22;195;173;167;181;221;204;192;19,186;662;620;608;634;713;680;655,4.79659,7.71771,8.4039,8.4039,1374_4758,77,0,77,3.93365
1452,4,22,19,4,transit,AM,0,8.4039,7717.71,193;1100;1082;1078;1088;1112;1106;1097,22;419;410;408;413;425;422;418;19,,0.0239468,22;419;410;408;413;425;422;418;19,193;1100;1082;1078;1088;1112;1106;1097,4.79659,7.71771,8.4039,8.4039,2956_7856,77,0,77,1.8439
1453,2,22,19,3,transit,AM,0,8.40391,7717.71,191;1000;978;976;986;1012;1010;991,22;369;357;356;362;375;374;365;19,,0.542988,22;369;357;356;362;375;374;365;19,191;1000;978;976;986;1012;1010;991,4.79659,7.71771,8.4039,8.40391,2599_7144,77,0,77,41.8101
1454,1,22,19,2,transit,AM,0,8.4039,7717.71,187;664;622;610;636;715;682;657,22;196;174;168;182;222;205;193;19,,0.0948977,22;196;174;168;182;222;205;193;19,187;664;622;610;636;715;682;657,4.79659,7.71771,8.4039,8.4039,1381_4773,77,0,77,7.30712
1455,0,22,19,1,transit,AM,0,8.40391,7717.71,185;585;566;564;574;591;589;580,22;155;145;144;149;158;157;153;19,,0.287081,22;155;145;144;149;158;157;153;19,185;585;566;564;574;591;589;580,4.79659,7.71771,8.4039,8.40391,1102_4234,77,0,77,22.1052
1456,1,22,24,2,transit,AM,0,39.0024,36437,187;664;622;610;636;715;682;658;745;604;616;676;721;694;669,22;196;174;168;182;222;205;193;237;165;171;202;225;211;199;24,,0.794136,22;196;174;168;182;222;205;193;237;165;171;202;225;211;199;24,187;664;622;610;636;715;682;658;745;604;616;676;721;694;669,22.6458,36.437,39.0024,39.0024,2796_9499,1,0,1,0.794136
1457,0,22,24,1,transit,AM,0,39.0024,36437,186;662;620;608;634;713;680;656;743;602;614;674;719;692;667,22;195;173;167;181;221;204;192;236;164;170;201;224;210;198;24,,0.205864,22;195;173;167;181;221;204;192;236;164;170;201;224;210;198;24,186;662;620;608;634;713;680;656;743;602;614;674;719;692;667,22.6458,36.437,39.0024,39.0024,2782_9470,1,0,1,0.205864
1458,1,22,25,2,transit,AM,0,20.9913,19532,191;1000;978;976;986;1012;1010;992;1026;1003,22;369;357;356;362;375;374;365;382;371;25,,0.611519,22;369;357;356;362;375;374;365;382;371;25,191;1000;978;976;986;1012;1010;992;1026;1003,12.1392,19.532,20.9913,20.9913,3358_9174,2,0,2,1.22304
1459,0,22,25,1,transit,AM,0,20.9913,19532,185;585;566;564;574;591;589;581;597;586,22;155;145;144;149;158;157;153;161;156;25,,0.388481,22;155;145;144;149;158;157;153;161;156;25,185;585;566;564;574;591;589;581;597;586,12.1392,19.532,20.9913,20.9913,1425_5418,2,0,2,0.776963
1460,4,22,26,4,transit,AM,0,23.3317,21728.7,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101,22;419;410;408;413;425;422;418;430;407;409;420;26,,0.0239468,22;419;410;408;413;425;422;418;430;407;409;420;26,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1101,13.5045,21.7287,23.3317,23.3317,4629_12236,2,0,2,0.0478935
1461,2,22,26,3,transit,AM,0,23.3317,21728.7,188;666;624;612;638;717;684;660;747;606;618;677,22;197;175;169;183;223;206;194;238;166;172;203;26,,0.0558212,22;197;175;169;183;223;206;194;238;166;172;203;26,188;666;624;612;638;717;684;660;747;606;618;677,13.5045,21.7287,23.3317,23.3317,2174_7437,2,0,2,0.111642
1462,1,22,26,2,transit,AM,0,23.3317,21728.7,187;664;622;610;636;715;682;658;745;604;616;675,22;196;174;168;182;222;205;193;237;165;171;202;26,,0.738315,22;196;174;168;182;222;205;193;237;165;171;202;26,187;664;622;610;636;715;682;658;745;604;616;675,13.5045,21.7287,23.3317,23.3317,2163_7414,2,0,2,1.47663
1463,0,22,26,1,transit,AM,0,23.3317,21728.7,186;662;620;608;634;713;680;656;743;602;614;673,22;195;173;167;181;221;204;192;236;164;170;201;26,,0.181917,22;195;173;167;181;221;204;192;236;164;170;201;26,186;662;620;608;634;713;680;656;743;602;614;673,13.5045,21.7287,23.3317,23.3317,2152_7391,2,0,2,0.363835
1464,0,22,27,1,transit,AM,0,20.0392,18638.3,192;1052;1038;1044;1042;1072;1067;1069;1055,22;395;388;391;390;405;403;404;397;27,,1,22;395;388;391;390;405;403;404;397;27,192;1052;1038;1044;1042;1072;1067;1069;1055,11.5838,18.6383,20.0392,20.0392,3222_8631,9,0,9,9
1465,5,22,29,5,transit,AM,0,7.80246,7153.19,186;662;620;608;634;713;679,22;195;173;167;181;221;204;29,,0.0510864,22;195;173;167;181;221;204;29,186;662;620;608;634;713;679,4.44574,7.15319,7.80245,7.80246,1192_4102,85,0,85,4.34235
1466,4,22,29,4,transit,AM,0,7.80246,7153.19,193;1100;1082;1078;1088;1112;1105,22;419;410;408;413;425;422;29,,0.0239468,22;419;410;408;413;425;422;29,193;1100;1082;1078;1088;1112;1105,4.44574,7.15319,7.80245,7.80246,2548_6758,85,0,85,2.03547
1467,2,22,29,3,transit,AM,0,7.80246,7153.19,191;1000;978;976;986;1012;1009,22;369;357;356;362;375;374;29,,0.542988,22;369;357;356;362;375;374;29,191;1000;978;976;986;1012;1009,4.44574,7.15319,7.80245,7.80246,2244_6152,85,0,85,46.154
1468,1,22,29,2,transit,AM,0,7.80246,7153.19,187;664;622;610;636;715;681,22;196;174;168;182;222;205;29,,0.0948977,22;196;174;168;182;222;205;29,187;664;622;610;636;715;681,4.44574,7.15319,7.80245,7.80246,1198_4115,85,0,85,8.0663
1469,0,22,29,1,transit,AM,0,7.80246,7153.19,185;585;566;564;574;591;588,22;155;145;144;149;158;157;29,,0.287081,22;155;145;144;149;158;157;29,185;585;566;564;574;591;588,4.44574,7.15319,7.80245,7.80246,959_3653,85,0,85,24.4019
1470,1,22,33,2,transit,AM,0,33.2116,31001.8,187;664;622;610;636;715;682;658;745;604;616;676;721;693,22;196;174;168;182;222;205;193;237;165;171;202;225;211;33,,0.794136,22;196;174;168;182;222;205;193;237;165;171;202;225;211;33,187;664;622;610;636;715;682;658;745;604;616;676;721;693,19.2678,31.0018,33.2116,33.2116,2606_8829,1,0,1,0.794136
1471,0,22,33,1,transit,AM,0,33.2116,31001.8,186;662;620;608;634;713;680;656;743;602;614;674;719;691,22;195;173;167;181;221;204;192;236;164;170;201;224;210;33,,0.205864,22;195;173;167;181;221;204;192;236;164;170;201;224;210;33,186;662;620;608;634;713;680;656;743;602;614;674;719;691,19.2678,31.0018,33.2116,33.2116,2593_8802,1,0,1,0.205864
1472,1,22,35,2,transit,AM,0,47.444,44360.1,187;664;622;610;636;715;682;658;745;604;616;676;721;694;670;739;703,22;196;174;168;182;222;205;193;237;165;171;202;225;211;199;234;216;35,,0.794136,22;196;174;168;182;222;205;193;237;165;171;202;225;211;199;234;216;35,187;664;622;610;636;715;682;658;745;604;616;676;721;694;670;739;703,27.57,44.3601,47.444,47.444,3257_10942,1,0,1,0.794136
1473,0,22,35,1,transit,AM,0,47.444,44360.1,186;662;620;608;634;713;680;656;743;602;614;674;719;692;668;737;701,22;195;173;167;181;221;204;192;236;164;170;201;224;210;198;233;215;35,,0.205864,22;195;173;167;181;221;204;192;236;164;170;201;224;210;198;233;215;35,186;662;620;608;634;713;680;656;743;602;614;674;719;692;668;737;701,27.57,44.3601,47.444,47.444,3241_10909,1,0,1,0.205864
1474,1,22,36,2,transit,AM,0,64.6228,60483.9,187;664;622;610;636;715;682;658;745;604;616;676;721;694;670;739;704;646;688;708,22;196;174;168;182;222;205;193;237;165;171;202;225;211;199;234;216;187;208;219;36,,0.794136,22;196;174;168;182;222;205;193;237;165;171;202;225;211;199;234;216;187;208;219;36,187;664;622;610;636;715;682;658;745;604;616;676;721;694;670;739;704;646;688;708,37.591,60.4839,64.6228,64.6228,3872_12985,1,0,1,0.794136
1475,0,22,36,1,transit,AM,0,64.6228,60483.9,186;662;620;608;634;713;680;656;743;602;614;674;719;692;668;737;702;644;686;707,22;195;173;167;181;221;204;192;236;164;170;201;224;210;198;233;215;186;207;218;36,,0.205864,22;195;173;167;181;221;204;192;236;164;170;201;224;210;198;233;215;186;207;218;36,186;662;620;608;634;713;680;656;743;602;614;674;719;692;668;737;702;644;686;707,37.591,60.4839,64.6228,64.6228,3853_12947,1,0,1,0.205864
1476,0,22,37,1,transit,AM,0,33.4358,31212.3,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1109,22;419;410;408;413;425;422;418;430;407;409;420;411;416;423;424;37,,1,22;419;410;408;413;425;422;418;430;407;409;420;411;416;423;424;37,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1109,19.3986,31.2123,33.4358,33.4358,6314_16632,2,0,2,2
1477,5,22,38,6,transit,AM,0,7.0396,6437.19,186;662;620;608;634;712,22;195;173;167;181;221;38,,0.0510864,22;195;173;167;181;221;38,186;662;620;608;634;712,4.00074,6.43719,7.0396,7.0396,997_3422,43,0,43,2.19672
1478,3,22,38,4,transit,AM,0,7.03961,6437.19,191;1000;978;976;986;1011,22;369;357;356;362;375;38,,0.487167,22;369;357;356;362;375;38,191;1000;978;976;986;1011,4.00074,6.43719,7.0396,7.03961,1879_5142,43,0,43,20.9482
1479,2,22,38,3,transit,AM,0,7.03962,6437.19,188;666;624;612;638;716,22;197;175;169;183;223;38,,0.0558212,22;197;175;169;183;223;38,188;666;624;612;638;716,4.00074,6.43719,7.0396,7.03962,1007_3444,43,0,43,2.40031
1480,4,22,38,5,transit,AM,0,7.0396,6437.19,193;1100;1082;1078;1088;1111,22;419;410;408;413;425;38,,0.0239468,22;419;410;408;413;425;38,193;1100;1082;1078;1088;1111,4.00074,6.43719,7.0396,7.0396,2135_5652,43,0,43,1.02971
1481,1,22,38,2,transit,AM,0,7.0396,6437.19,187;664;622;610;636;714,22;196;174;168;182;222;38,,0.251148,22;196;174;168;182;222;38,187;664;622;610;636;714,4.00074,6.43719,7.0396,7.0396,1002_3433,43,0,43,10.7994
1482,0,22,38,1,transit,AM,0,7.03961,6437.19,185;585;566;564;574;590,22;155;145;144;149;158;38,,0.130831,22;155;145;144;149;158;38,185;585;566;564;574;590,4.00074,6.43719,7.0396,7.03961,811_3064,43,0,43,5.62573
1483,0,22,39,1,transit,AM,0,40.2375,37596.3,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1110;1096;1113,22;419;410;408;413;425;422;418;430;407;409;420;411;416;423;424;417;426;39,,1,22;419;410;408;413;425;422;418;430;407;409;420;411;416;423;424;417;426;39,193;1100;1082;1078;1088;1112;1106;1098;1122;1076;1080;1102;1084;1094;1108;1110;1096;1113,23.3662,37.5963,40.2375,40.2375,7159_18842,1,0,1,1
1484,2,22,40,3,transit,AM,0,25.7386,23987.8,188;666;624;612;638;717;684;660;747;606;618;678;722,22;197;175;169;183;223;206;194;238;166;172;203;226;40,,0.0558212,22;197;175;169;183;223;206;194;238;166;172;203;226;40,188;666;624;612;638;717;684;660;747;606;618;678;722,14.9085,23.9878,25.7386,25.7386,2414_8160,1,0,1,0.0558212
1485,1,22,40,2,transit,AM,0,25.7386,23987.8,187;664;622;610;636;715;682;658;745;604;616;676;720,22;196;174;168;182;222;205;193;237;165;171;202;225;40,,0.738315,22;196;174;168;182;222;205;193;237;165;171;202;225;40,187;664;622;610;636;715;682;658;745;604;616;676;720,14.9085,23.9878,25.7386,25.7386,2402_8135,1,0,1,0.738315
1486,0,22,40,1,transit,AM,0,25.7386,23987.8,186;662;620;608;634;713;680;656;743;602;614;674;718,22;195;173;167;181;221;204;192;236;164;170;201;224;40,,0.205864,22;195;173;167;181;221;204;192;236;164;170;201;224;40,186;662;620;608;634;713;680;656;743;602;614;674;718,14.9085,23.9878,25.7386,25.7386,2390_8110,1,0,1,0.205864
1487,1,22,41,2,transit,AM,0,34.3234,32045.3,191;1000;978;976;986;1012;1010;992;1026;1004;998;988;1013,22;369;357;356;362;375;374;365;382;371;368;363;376;41,,0.611519,22;369;357;356;362;375;374;365;382;371;368;363;376;41,191;1000;978;976;986;1012;1010;992;1026;1004;998;988;1013,19.9163,32.0453,34.3234,34.3234,4481_12174,1,0,1,0.611519
1488,0,22,41,1,transit,AM,0,34.3234,32045.3,185;585;566;564;574;591;589;581;597;587;583;576;592,22;155;145;144;149;158;157;153;161;156;154;150;159;41,,0.388481,22;155;145;144;149;158;157;153;161;156;154;150;159;41,185;585;566;564;574;591;589;581;597;587;583;576;592,19.9163,32.0453,34.3234,34.3234,1904_7170,1,0,1,0.388481
1489,2,22,43,3,transit,AM,0,18.1058,16823.7,183;448;412;436;424;515;506;509,22;84;66;78;72;119;113;116;43,,0.0558212,22;84;66;78;72;119;113;116;43,183;448;412;436;424;515;506;509,10.456,16.8237,18.1058,18.1058,713_3433,5,0,5,0.279106
1490,1,22,43,2,transit,AM,0,18.1058,16823.7,182;446;410;434;422;513;504;508,22;83;65;77;71;118;112;115;43,,0.143564,22;83;65;77;71;118;112;115;43,182;446;410;434;422;513;504;508,10.456,16.8237,18.1058,18.1058,706_3419,5,0,5,0.717818
1491,0,22,43,1,transit,AM,0,18.1058,16823.7,181;444;408;432;420;511;502;507,22;82;64;76;70;117;111;114;43,,0.800615,22;82;64;76;70;117;111;114;43,181;444;408;432;420;511;502;507,10.456,16.8237,18.1058,18.1058,699_3405,5,0,5,4.00308
1492,0,22,46,1,transit,AM,0,55.0045,51456.1,191;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;982;1002;1016;1019,22;369;357;356;362;375;374;365;382;371;368;363;376;359;370;377;379;46,,1,22;369;357;356;362;375;374;365;382;371;368;363;376;359;370;377;379;46,191;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;982;1002;1016;1019,31.9802,51.4561,55.0045,55.0045,5971_16194,2,0,2,2
1493,0,22,47,1,transit,AM,0,67.903,63562.4,191;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1023,22;369;357;356;362;375;374;365;382;371;368;363;376;359;370;377;379;367;381;47,,1,22;369;357;356;362;375;374;365;382;371;368;363;376;359;370;377;379;367;381;47,191;1000;978;976;986;1012;1010;992;1026;1004;998;988;1014;982;1002;1016;1020;996;1023,39.5043,63.5624,67.903,67.903,6720_18214,2,0,2,2
1494,1,22,48,2,transit,AM,0,44.5586,41651.9,187;664;622;610;636;715;682;658;745;604;616;676;721;694;670;738,22;196;174;168;182;222;205;193;237;165;171;202;225;211;199;234;48,,0.794136,22;196;174;168;182;222;205;193;237;165;171;202;225;211;199;234;48,187;664;622;610;636;715;682;658;745;604;616;676;721;694;670;738,25.8868,41.6519,44.5586,44.5586,3054_10238,1,0,1,0.794136
1495,0,22,48,1,transit,AM,0,44.5586,41651.9,186;662;620;608;634;713;680;656;743;602;614;674;719;692;668;736,22;195;173;167;181;221;204;192;236;164;170;201;224;210;198;233;48,,0.205864,22;195;173;167;181;221;204;192;236;164;170;201;224;210;198;233;48,186;662;620;608;634;713;680;656;743;602;614;674;719;692;668;736,25.8868,41.6519,44.5586,44.5586,3039_10207,1,0,1,0.205864
1496,2,22,50,3,transit,AM,0,18.0519,16773.2,191;1000;978;976;986;1012;1010;992;1025,22;369;357;356;362;375;374;365;382;50,,0.542988,22;369;357;356;362;375;374;365;382;50,191;1000;978;976;986;1012;1010;992;1025,10.4246,16.7732,18.0519,18.0519,3012_8170,3,0,3,1.62896
1497,5,22,50,5,transit,AM,0,18.0519,16773.2,186;662;620;608;634;713;680;656;742,22;195;173;167;181;221;204;192;236;50,,0.0510864,22;195;173;167;181;221;204;192;236;50,186;662;620;608;634;713;680;656;742,10.4246,16.7732,18.0519,18.0519,1641_5501,3,0,3,0.153259
1498,4,22,50,4,transit,AM,0,18.0519,16773.2,193;1100;1082;1078;1088;1112;1106;1098;1121,22;419;410;408;413;425;422;418;430;50,,0.0239468,22;419;410;408;413;425;422;418;430;50,193;1100;1082;1078;1088;1112;1106;1098;1121,10.4246,16.7732,18.0519,18.0519,3417_8978,3,0,3,0.0718403
1499,1,22,50,2,transit,AM,0,18.0519,16773.2,187;664;622;610;636;715;682;658;744,22;196;174;168;182;222;205;193;237;50,,0.0948977,22;196;174;168;182;222;205;193;237;50,187;664;622;610;636;715;682;658;744,10.4246,16.7732,18.0519,18.0519,1649_5518,3,0,3,0.284693
1500,0,22,50,1,transit,AM,0,18.0519,16773.2,185;585;566;564;574;591;589;581;596,22;155;145;144;149;158;157;153;161;50,,0.287081,22;155;145;144;149;158;157;153;161;50,185;585;566;564;574;591;589;581;596,10.4246,16.7732,18.0519,18.0519,1294_4831,3,0,3,0.861243
1501,2,23,1,3,transit,AM,0,23.747,22118.5,195;808;772;843;780;802;814;753,23;269;251;288;255;266;272;242;1,,0.800639,23;269;251;288;255;266;272;242;1,195;808;772;843;780;802;814;753,13.7467,22.1185,23.747,23.747,1867_5767,20,0,20,16.0128
1502,1,23,1,2,transit,AM,0,23.7472,22118.5,196;810;774;845;782;804;816;755,23;270;252;289;256;267;273;243;1,,0.0685305,23;270;252;289;256;267;273;243;1,196;810;774;845;782;804;816;755,13.7467,22.1185,23.747,23.7472,1874_5782,20,0,20,1.37061
1503,0,23,1,1,transit,AM,0,23.7475,22118.5,194;806;770;841;778;800;812;751,23;268;250;287;254;265;271;241;1,,0.130831,23;268;250;287;254;265;271;241;1,194;806;770;841;778;800;812;751,13.7467,22.1185,23.747,23.7475,1860_5752,20,0,20,2.61662
1504,1,23,2,2,transit,AM,0,39.4044,36814.1,199;944;914;962;924;936;948;974;930;954;958;920;901,23;340;324;349;329;336;342;355;333;345;347;327;318;2,,0.845222,23;340;324;349;329;336;342;355;333;345;347;327;318;2,199;944;914;962;924;936;948;974;930;954;958;920;901,22.8801,36.8141,39.4043,39.4044,4070_11464,15,0,15,12.6783
1505,0,23,2,1,transit,AM,0,39.4044,36814.1,198;942;912;960;922;934;946;972;928;952;956;918;899,23;339;323;348;328;335;341;354;332;344;346;326;317;2,,0.154778,23;339;323;348;328;335;341;354;332;344;346;326;317;2,198;942;912;960;922;934;946;972;928;952;956;918;899,22.8801,36.8141,39.4043,39.4044,4058_11439,15,0,15,2.32167
1506,2,23,3,3,transit,AM,0,24.3532,22687.4,195;808;772;843;780;802;814;754;759,23;269;251;288;255;266;272;242;245;3,,0.800639,23;269;251;288;255;266;272;242;245;3,195;808;772;843;780;802;814;754;759,14.1003,22.6874,24.3532,24.3532,2114_6527,14,0,14,11.2089
1507,1,23,3,2,transit,AM,0,24.3534,22687.4,196;810;774;845;782;804;816;756;761,23;270;252;289;256;267;273;243;246;3,,0.0685305,23;270;252;289;256;267;273;243;246;3,196;810;774;845;782;804;816;756;761,14.1003,22.6874,24.3532,24.3534,2122_6544,14,0,14,0.959427
1508,0,23,3,1,transit,AM,0,24.3536,22687.4,194;806;770;841;778;800;812;752;757,23;268;250;287;254;265;271;241;244;3,,0.130831,23;268;250;287;254;265;271;241;244;3,194;806;770;841;778;800;812;752;757,14.1003,22.6874,24.3532,24.3536,2106_6510,14,0,14,1.83163
1509,1,23,4,2,transit,AM,0,40.9195,38236.2,199;944;914;962;924;936;948;974;930;954;958;920;902;905,23;340;324;349;329;336;342;355;333;345;347;327;318;320;4,,0.845222,23;340;324;349;329;336;342;355;333;345;347;327;318;320;4,199;944;914;962;924;936;948;974;930;954;958;920;902;905,23.7639,38.2362,40.9194,40.9195,4392_12370,7,0,7,5.91656
1510,0,23,4,1,transit,AM,0,40.9195,38236.2,198;942;912;960;922;934;946;972;928;952;956;918;900;903,23;339;323;348;328;335;341;354;332;344;346;326;317;319;4,,0.154778,23;339;323;348;328;335;341;354;332;344;346;326;317;319;4,198;942;912;960;922;934;946;972;928;952;956;918;900;903,23.7639,38.2362,40.9194,40.9195,4379_12343,7,0,7,1.08344
1511,2,23,6,3,transit,AM,0,29.6988,27704.7,195;808;772;843;780;802;814;754;760;820;765,23;269;251;288;255;266;272;242;245;275;248;6,,0.800639,23;269;251;288;255;266;272;242;245;275;248;6,195;808;772;843;780;802;814;754;760;820;765,17.2186,27.7047,29.6988,29.6988,2640_8113,1,0,1,0.800639
1512,1,23,6,2,transit,AM,0,29.699,27704.7,196;810;774;845;782;804;816;756;762;822;767,23;270;252;289;256;267;273;243;246;276;249;6,,0.0685305,23;270;252;289;256;267;273;243;246;276;249;6,196;810;774;845;782;804;816;756;762;822;767,17.2186,27.7047,29.6988,29.699,2650_8134,1,0,1,0.0685305
1513,0,23,6,1,transit,AM,0,29.6993,27704.7,194;806;770;841;778;800;812;752;758;818;763,23;268;250;287;254;265;271;241;244;274;247;6,,0.130831,23;268;250;287;254;265;271;241;244;274;247;6,194;806;770;841;778;800;812;752;758;818;763,17.2186,27.7047,29.6988,29.6993,2630_8092,1,0,1,0.130831
1514,2,23,8,3,transit,AM,0,5.11938,4634.83,195;808;771,23;269;251;8,,0.800639,23;269;251;8,195;808;771,2.88057,4.63483,5.11938,5.11938,551_1774,5,0,5,4.00319
1515,1,23,8,2,transit,AM,0,5.11939,4634.83,196;810;773,23;270;252;8,,0.0685305,23;270;252;8,196;810;773,2.88057,4.63483,5.11938,5.11939,553_1779,5,0,5,0.342653
1516,0,23,8,1,transit,AM,0,5.1194,4634.83,194;806;769,23;268;250;8,,0.130831,23;268;250;8,194;806;769,2.88057,4.63483,5.11938,5.1194,549_1769,5,0,5,0.654155
1517,1,23,9,2,transit,AM,0,41.5178,38797.7,200;1002;1016;1020;996;1024;1008;984,23;370;377;379;367;381;373;361;9,,0.611519,23;370;377;379;367;381;373;361;9,200;1002;1016;1020;996;1024;1008;984,24.1129,38.7977,41.5178,41.5178,2640_7250,5,0,5,3.05759
1518,0,23,9,1,transit,AM,0,41.5178,38797.7,197;878;894;896;874;898;884;866,23;306;314;315;304;316;309;300;9,,0.388481,23;306;314;315;304;316;309;300;9,197;878;894;896;874;898;884;866,24.1129,38.7977,41.5178,41.5178,2196_6387,5,0,5,1.94241
1519,1,23,11,2,transit,AM,0,37.6264,35145.4,199;944;914;962;924;936;948;974;930;954;958;919,23;340;324;349;329;336;342;355;333;345;347;327;11,,0.845222,23;340;324;349;329;336;342;355;333;345;347;327;11,199;944;914;962;924;936;948;974;930;954;958;919,21.843,35.1454,37.6264,37.6264,3761_10562,23,0,23,19.4401
1520,0,23,11,1,transit,AM,0,37.6264,35145.4,198;942;912;960;922;934;946;972;928;952;956;917,23;339;323;348;328;335;341;354;332;344;346;326;11,,0.154778,23;339;323;348;328;335;341;354;332;344;346;326;11,198;942;912;960;922;934;946;972;928;952;956;917,21.843,35.1454,37.6264,37.6264,3750_10539,23,0,23,3.55989
1521,2,23,13,3,transit,AM,0,14.5321,13469.5,195;808;772;843;779,23;269;251;288;255;13,,0.800639,23;269;251;288;255;13,195;808;772;843;779,8.37135,13.4695,14.5321,14.5321,1099_3397,13,0,13,10.4083
1522,1,23,13,2,transit,AM,0,14.5322,13469.5,196;810;774;845;781,23;270;252;289;256;13,,0.0685305,23;270;252;289;256;13,196;810;774;845;781,8.37135,13.4695,14.5321,14.5322,1103_3406,13,0,13,0.890897
1523,0,23,13,1,transit,AM,0,14.5323,13469.5,194;806;770;841;777,23;268;250;287;254;13,,0.130831,23;268;250;287;254;13,194;806;770;841;777,8.37135,13.4695,14.5321,14.5323,1095_3388,13,0,13,1.7008
1524,1,23,15,2,transit,AM,0,48.1995,45069,199;944;914;962;924;936;948;974;930;954;958;920;902;906;940;910;926,23;340;324;349;329;336;342;355;333;345;347;327;318;320;338;322;331;15,,0.845222,23;340;324;349;329;336;342;355;333;345;347;327;318;320;338;322;331;15,199;944;914;962;924;936;948;974;930;954;958;920;902;906;940;910;926,28.0106,45.069,48.1994,48.1995,5394_15147,3,0,3,2.53567
1525,0,23,15,1,transit,AM,0,48.1994,45069,198;942;912;960;922;934;946;972;928;952;956;918;900;904;938;908;925,23;339;323;348;328;335;341;354;332;344;346;326;317;319;337;321;330;15,,0.154778,23;339;323;348;328;335;341;354;332;344;346;326;317;319;337;321;330;15,198;942;912;960;922;934;946;972;928;952;956;918;900;904;938;908;925,28.0106,45.069,48.1994,48.1994,5378_15115,3,0,3,0.464333
1526,2,23,16,3,transit,AM,0,31.7241,29605.6,195;808;772;843;780;802;814;754;760;820;766;785,23;269;251;288;255;266;272;242;245;275;248;258;16,,0.800639,23;269;251;288;255;266;272;242;245;275;248;258;16,195;808;772;843;780;802;814;754;760;820;766;785,18.4,29.6056,31.7241,31.7241,2908_8899,9,0,9,7.20575
1527,1,23,16,2,transit,AM,0,31.7243,29605.6,196;810;774;845;782;804;816;756;762;822;768;787,23;270;252;289;256;267;273;243;246;276;249;259;16,,0.0685305,23;270;252;289;256;267;273;243;246;276;249;259;16,196;810;774;845;782;804;816;756;762;822;768;787,18.4,29.6056,31.7241,31.7243,2919_8922,9,0,9,0.616775
1528,0,23,16,1,transit,AM,0,31.7246,29605.6,194;806;770;841;778;800;812;752;758;818;764;783,23;268;250;287;254;265;271;241;244;274;247;257;16,,0.130831,23;268;250;287;254;265;271;241;244;274;247;257;16,194;806;770;841;778;800;812;752;758;818;764;783,18.4,29.6056,31.7241,31.7246,2897_8876,9,0,9,1.17748
1529,2,23,17,3,transit,AM,0,40.0771,37445.7,195;808;772;843;780;802;814;754;760;820;766;786;828;834;791,23;269;251;288;255;266;272;242;245;275;248;258;279;282;261;17,,0.800639,23;269;251;288;255;266;272;242;245;275;248;258;279;282;261;17,195;808;772;843;780;802;814;754;760;820;766;786;828;834;791,23.2726,37.4457,40.0771,40.0771,3731_11353,2,0,2,1.60128
