Month,Year,directed_route,date,Boardings counts,Average Weekday Boardings,select_route,select_direction,select_time_period,weekday_frequency,,,,
5,2024,A Line Northbound,2024-05,888,,A Line,Northbound,5amto9am,5,,,,
4,2024,A Line Northbound,2024-04,825,,A Line,Northbound,5amto9am,5,,,,
3,2024,A Line Northbound,2024-03,783,,A Line,Northbound,5amto9am,5,,,,
2,2024,A Line Northbound,2024-02,816,,A Line,Northbound,5amto9am,5,,,,
1,2024,A Line Northbound,2024-01,718,,A Line,Northbound,5amto9am,5,,,,
12,2023,A Line Northbound,2023-12,689,,A Line,Northbound,5amto9am,5,,,,
11,2023,A Line Northbound,2023-11,744,,A Line,Northbound,5amto9am,5,,,,
10,2023,A Line Northbound,2023-10,798,,A Line,Northbound,5amto9am,5,,,,
9,2023,A Line Northbound,2023-09,709,,A Line,Northbound,5amto9am,5,,,,
8,2023,A Line Northbound,2023-08,719,,A Line,Northbound,5amto9am,5,,,,
7,2023,A Line Northbound,2023-07,699,,A Line,Northbound,5amto9am,5,,,,
6,2023,A Line Northbound,2023-06,726,,A Line,Northbound,5amto9am,5,,,,
5,2023,A Line Northbound,2023-05,741,,A Line,Northbound,5amto9am,5,,,,
4,2023,A Line Northbound,2023-04,693,,A Line,Northbound,5amto9am,5,,,,
3,2023,A Line Northbound,2023-03,709,,A Line,Northbound,5amto9am,5,,,,
2,2023,A Line Northbound,2023-02,712,,A Line,Northbound,5amto9am,5,,,,
1,2023,A Line Northbound,2023-01,663,,A Line,Northbound,5amto9am,5,,,,
12,2022,A Line Northbound,2022-12,581,,A Line,Northbound,5amto9am,5,,,,
11,2022,A Line Northbound,2022-11,648,,A Line,Northbound,5amto9am,5,,,,
10,2022,A Line Northbound,2022-10,713,,A Line,Northbound,5amto9am,5,,,,
9,2022,A Line Northbound,2022-09,707,,A Line,Northbound,5amto9am,5,,,,
8,2022,A Line Northbound,2022-08,636,,A Line,Northbound,5amto9am,5,,,,
7,2022,A Line Northbound,2022-07,633,,A Line,Northbound,5amto9am,5,,,,
6,2022,A Line Northbound,2022-06,625,,A Line,Northbound,5amto9am,5,,,,
5,2022,A Line Northbound,2022-05,637,,A Line,Northbound,5amto9am,5,,,,
4,2022,A Line Northbound,2022-04,625,,A Line,Northbound,5amto9am,5,,,,
3,2022,A Line Northbound,2022-03,611,,A Line,Northbound,5amto9am,5,,,,
2,2022,A Line Northbound,2022-02,576,,A Line,Northbound,5amto9am,5,,,,
1,2022,A Line Northbound,2022-01,555,,A Line,Northbound,5amto9am,5,,,,
12,2021,A Line Northbound,2021-12,517,,A Line,Northbound,5amto9am,5,,,,
11,2021,A Line Northbound,2021-11,578,,A Line,Northbound,5amto9am,5,,,,
10,2021,A Line Northbound,2021-10,604,,A Line,Northbound,5amto9am,5,,,,
9,2021,A Line Northbound,2021-09,632,,A Line,Northbound,5amto9am,5,,,,
8,2021,A Line Northbound,2021-08,556,,A Line,Northbound,5amto9am,5,,,,
7,2021,A Line Northbound,2021-07,537,,A Line,Northbound,5amto9am,5,,,,
6,2021,A Line Northbound,2021-06,522,,A Line,Northbound,5amto9am,5,,,,
5,2021,A Line Northbound,2021-05,511,,A Line,Northbound,5amto9am,5,,,,
4,2021,A Line Northbound,2021-04,496,,A Line,Northbound,5amto9am,5,,,,
3,2021,A Line Northbound,2021-03,486,,A Line,Northbound,5amto9am,5,,,,
2,2021,A Line Northbound,2021-02,475,,A Line,Northbound,5amto9am,5,,,,
1,2021,A Line Northbound,2021-01,461,,A Line,Northbound,5amto9am,5,,,,
12,2020,A Line Northbound,2020-12,474,,A Line,Northbound,5amto9am,5,,,,
11,2020,A Line Northbound,2020-11,474,,A Line,Northbound,5amto9am,5,,,,
10,2020,A Line Northbound,2020-10,490,,A Line,Northbound,5amto9am,5,,,,
9,2020,A Line Northbound,2020-09,513,,A Line,Northbound,5amto9am,5,,,,
8,2020,A Line Northbound,2020-08,493,,A Line,Northbound,5amto9am,5,,,,
7,2020,A Line Northbound,2020-07,485,,A Line,Northbound,5amto9am,5,,,,
6,2020,A Line Northbound,2020-06,464,,A Line,Northbound,5amto9am,5,,,,
5,2020,A Line Northbound,2020-05,416,,A Line,Northbound,5amto9am,5,,,,
4,2020,A Line Northbound,2020-04,371,,A Line,Northbound,5amto9am,5,,,,
3,2020,A Line Northbound,2020-03,676,,A Line,Northbound,5amto9am,5,,,,
2,2020,A Line Northbound,2020-02,950,,A Line,Northbound,5amto9am,5,,,,
1,2020,A Line Northbound,2020-01,926,,A Line,Northbound,5amto9am,5,,,,
12,2019,A Line Northbound,2019-12,830,,A Line,Northbound,5amto9am,5,,,,
11,2019,A Line Northbound,2019-11,951,,A Line,Northbound,5amto9am,5,,,,
10,2019,A Line Northbound,2019-10,"1,007",,A Line,Northbound,5amto9am,5,,,,
9,2019,A Line Northbound,2019-09,"1,022",,A Line,Northbound,5amto9am,5,,,,
8,2019,A Line Northbound,2019-08,966,,A Line,Northbound,5amto9am,5,,,,
7,2019,A Line Northbound,2019-07,"1,000",,A Line,Northbound,5amto9am,5,,,,
6,2019,A Line Northbound,2019-06,983,,A Line,Northbound,5amto9am,5,,,,
5,2024,A Line Southbound,2024-05,686,,A Line,Southbound,5amto9am,5,,,,
4,2024,A Line Southbound,2024-04,650,,A Line,Southbound,5amto9am,5,,,,
3,2024,A Line Southbound,2024-03,606,,A Line,Southbound,5amto9am,5,,,,
2,2024,A Line Southbound,2024-02,609,,A Line,Southbound,5amto9am,5,,,,
1,2024,A Line Southbound,2024-01,523,,A Line,Southbound,5amto9am,5,,,,
12,2023,A Line Southbound,2023-12,524,,A Line,Southbound,5amto9am,5,,,,
11,2023,A Line Southbound,2023-11,573,,A Line,Southbound,5amto9am,5,,,,
10,2023,A Line Southbound,2023-10,613,,A Line,Southbound,5amto9am,5,,,,
9,2023,A Line Southbound,2023-09,536,,A Line,Southbound,5amto9am,5,,,,
8,2023,A Line Southbound,2023-08,531,,A Line,Southbound,5amto9am,5,,,,
7,2023,A Line Southbound,2023-07,513,,A Line,Southbound,5amto9am,5,,,,
6,2023,A Line Southbound,2023-06,559,,A Line,Southbound,5amto9am,5,,,,
5,2023,A Line Southbound,2023-05,598,,A Line,Southbound,5amto9am,5,,,,
4,2023,A Line Southbound,2023-04,494,,A Line,Southbound,5amto9am,5,,,,
3,2023,A Line Southbound,2023-03,523,,A Line,Southbound,5amto9am,5,,,,
2,2023,A Line Southbound,2023-02,528,,A Line,Southbound,5amto9am,5,,,,
1,2023,A Line Southbound,2023-01,487,,A Line,Southbound,5amto9am,5,,,,
12,2022,A Line Southbound,2022-12,417,,A Line,Southbound,5amto9am,5,,,,
11,2022,A Line Southbound,2022-11,474,,A Line,Southbound,5amto9am,5,,,,
10,2022,A Line Southbound,2022-10,526,,A Line,Southbound,5amto9am,5,,,,
9,2022,A Line Southbound,2022-09,518,,A Line,Southbound,5amto9am,5,,,,
8,2022,A Line Southbound,2022-08,450,,A Line,Southbound,5amto9am,5,,,,
7,2022,A Line Southbound,2022-07,463,,A Line,Southbound,5amto9am,5,,,,
6,2022,A Line Southbound,2022-06,484,,A Line,Southbound,5amto9am,5,,,,
5,2022,A Line Southbound,2022-05,504,,A Line,Southbound,5amto9am,5,,,,
4,2022,A Line Southbound,2022-04,479,,A Line,Southbound,5amto9am,5,,,,
3,2022,A Line Southbound,2022-03,493,,A Line,Southbound,5amto9am,5,,,,
2,2022,A Line Southbound,2022-02,460,,A Line,Southbound,5amto9am,5,,,,
1,2022,A Line Southbound,2022-01,420,,A Line,Southbound,5amto9am,5,,,,
12,2021,A Line Southbound,2021-12,413,,A Line,Southbound,5amto9am,5,,,,
11,2021,A Line Southbound,2021-11,460,,A Line,Southbound,5amto9am,5,,,,
10,2021,A Line Southbound,2021-10,486,,A Line,Southbound,5amto9am,5,,,,
9,2021,A Line Southbound,2021-09,506,,A Line,Southbound,5amto9am,5,,,,
8,2021,A Line Southbound,2021-08,413,,A Line,Southbound,5amto9am,5,,,,
7,2021,A Line Southbound,2021-07,408,,A Line,Southbound,5amto9am,5,,,,
6,2021,A Line Southbound,2021-06,409,,A Line,Southbound,5amto9am,5,,,,
5,2021,A Line Southbound,2021-05,405,,A Line,Southbound,5amto9am,5,,,,
4,2021,A Line Southbound,2021-04,392,,A Line,Southbound,5amto9am,5,,,,
3,2021,A Line Southbound,2021-03,388,,A Line,Southbound,5amto9am,5,,,,
2,2021,A Line Southbound,2021-02,358,,A Line,Southbound,5amto9am,5,,,,
1,2021,A Line Southbound,2021-01,367,,A Line,Southbound,5amto9am,5,,,,
12,2020,A Line Southbound,2020-12,368,,A Line,Southbound,5amto9am,5,,,,
11,2020,A Line Southbound,2020-11,376,,A Line,Southbound,5amto9am,5,,,,
10,2020,A Line Southbound,2020-10,395,,A Line,Southbound,5amto9am,5,,,,
9,2020,A Line Southbound,2020-09,402,,A Line,Southbound,5amto9am,5,,,,
8,2020,A Line Southbound,2020-08,378,,A Line,Southbound,5amto9am,5,,,,
7,2020,A Line Southbound,2020-07,367,,A Line,Southbound,5amto9am,5,,,,
6,2020,A Line Southbound,2020-06,375,,A Line,Southbound,5amto9am,5,,,,
5,2020,A Line Southbound,2020-05,341,,A Line,Southbound,5amto9am,5,,,,
4,2020,A Line Southbound,2020-04,323,,A Line,Southbound,5amto9am,5,,,,
3,2020,A Line Southbound,2020-03,492,,A Line,Southbound,5amto9am,5,,,,
2,2020,A Line Southbound,2020-02,624,,A Line,Southbound,5amto9am,5,,,,
1,2020,A Line Southbound,2020-01,613,,A Line,Southbound,5amto9am,5,,,,
12,2019,A Line Southbound,2019-12,556,,A Line,Southbound,5amto9am,5,,,,
11,2019,A Line Southbound,2019-11,615,,A Line,Southbound,5amto9am,5,,,,
10,2019,A Line Southbound,2019-10,643,,A Line,Southbound,5amto9am,5,,,,
9,2019,A Line Southbound,2019-09,606,,A Line,Southbound,5amto9am,5,,,,
8,2019,A Line Southbound,2019-08,524,,A Line,Southbound,5amto9am,5,,,,
7,2019,A Line Southbound,2019-07,533,,A Line,Southbound,5amto9am,5,,,,
6,2019,A Line Southbound,2019-06,616,,A Line,Southbound,5amto9am,5,,,,
5,2024,B Line Eastbound,2024-05,343,,B Line,Eastbound,5amto9am,6,,,,
4,2024,B Line Eastbound,2024-04,378,,B Line,Eastbound,5amto9am,6,,,,
3,2024,B Line Eastbound,2024-03,343,,B Line,Eastbound,5amto9am,6,,,,
2,2024,B Line Eastbound,2024-02,326,,B Line,Eastbound,5amto9am,6,,,,
1,2024,B Line Eastbound,2024-01,316,,B Line,Eastbound,5amto9am,6,,,,
12,2023,B Line Eastbound,2023-12,281,,B Line,Eastbound,5amto9am,6,,,,
11,2023,B Line Eastbound,2023-11,333,,B Line,Eastbound,5amto9am,6,,,,
10,2023,B Line Eastbound,2023-10,345,,B Line,Eastbound,5amto9am,6,,,,
9,2023,B Line Eastbound,2023-09,353,,B Line,Eastbound,5amto9am,6,,,,
8,2023,B Line Eastbound,2023-08,342,,B Line,Eastbound,5amto9am,6,,,,
7,2023,B Line Eastbound,2023-07,352,,B Line,Eastbound,5amto9am,6,,,,
6,2023,B Line Eastbound,2023-06,388,,B Line,Eastbound,5amto9am,6,,,,
5,2023,B Line Eastbound,2023-05,338,,B Line,Eastbound,5amto9am,6,,,,
4,2023,B Line Eastbound,2023-04,295,,B Line,Eastbound,5amto9am,6,,,,
3,2023,B Line Eastbound,2023-03,294,,B Line,Eastbound,5amto9am,6,,,,
2,2023,B Line Eastbound,2023-02,270,,B Line,Eastbound,5amto9am,6,,,,
1,2023,B Line Eastbound,2023-01,275,,B Line,Eastbound,5amto9am,6,,,,
12,2022,B Line Eastbound,2022-12,231,,B Line,Eastbound,5amto9am,6,,,,
11,2022,B Line Eastbound,2022-11,285,,B Line,Eastbound,5amto9am,6,,,,
10,2022,B Line Eastbound,2022-10,302,,B Line,Eastbound,5amto9am,6,,,,
9,2022,B Line Eastbound,2022-09,329,,B Line,Eastbound,5amto9am,6,,,,
8,2022,B Line Eastbound,2022-08,319,,B Line,Eastbound,5amto9am,6,,,,
7,2022,B Line Eastbound,2022-07,311,,B Line,Eastbound,5amto9am,6,,,,
6,2022,B Line Eastbound,2022-06,323,,B Line,Eastbound,5amto9am,6,,,,
5,2022,B Line Eastbound,2022-05,276,,B Line,Eastbound,5amto9am,6,,,,
4,2022,B Line Eastbound,2022-04,268,,B Line,Eastbound,5amto9am,6,,,,
3,2022,B Line Eastbound,2022-03,260,,B Line,Eastbound,5amto9am,6,,,,
2,2022,B Line Eastbound,2022-02,212,,B Line,Eastbound,5amto9am,6,,,,
1,2022,B Line Eastbound,2022-01,211,,B Line,Eastbound,5amto9am,6,,,,
12,2021,B Line Eastbound,2021-12,192,,B Line,Eastbound,5amto9am,6,,,,
11,2021,B Line Eastbound,2021-11,213,,B Line,Eastbound,5amto9am,6,,,,
10,2021,B Line Eastbound,2021-10,230,,B Line,Eastbound,5amto9am,6,,,,
9,2021,B Line Eastbound,2021-09,247,,B Line,Eastbound,5amto9am,6,,,,
8,2021,B Line Eastbound,2021-08,234,,B Line,Eastbound,5amto9am,6,,,,
7,2021,B Line Eastbound,2021-07,226,,B Line,Eastbound,5amto9am,6,,,,
6,2021,B Line Eastbound,2021-06,209,,B Line,Eastbound,5amto9am,6,,,,
5,2021,B Line Eastbound,2021-05,201,,B Line,Eastbound,5amto9am,6,,,,
4,2021,B Line Eastbound,2021-04,179,,B Line,Eastbound,5amto9am,6,,,,
3,2021,B Line Eastbound,2021-03,188,,B Line,Eastbound,5amto9am,6,,,,
2,2021,B Line Eastbound,2021-02,175,,B Line,Eastbound,5amto9am,6,,,,
1,2021,B Line Eastbound,2021-01,160,,B Line,Eastbound,5amto9am,6,,,,
12,2020,B Line Eastbound,2020-12,168,,B Line,Eastbound,5amto9am,6,,,,
11,2020,B Line Eastbound,2020-11,180,,B Line,Eastbound,5amto9am,6,,,,
10,2020,B Line Eastbound,2020-10,187,,B Line,Eastbound,5amto9am,6,,,,
9,2020,B Line Eastbound,2020-09,195,,B Line,Eastbound,5amto9am,6,,,,
8,2020,B Line Eastbound,2020-08,198,,B Line,Eastbound,5amto9am,6,,,,
7,2020,B Line Eastbound,2020-07,200,,B Line,Eastbound,5amto9am,6,,,,
6,2020,B Line Eastbound,2020-06,195,,B Line,Eastbound,5amto9am,6,,,,
5,2020,B Line Eastbound,2020-05,160,,B Line,Eastbound,5amto9am,6,,,,
4,2020,B Line Eastbound,2020-04,136,,B Line,Eastbound,5amto9am,6,,,,
3,2020,B Line Eastbound,2020-03,267,,B Line,Eastbound,5amto9am,6,,,,
2,2020,B Line Eastbound,2020-02,535,,B Line,Eastbound,5amto9am,6,,,,
1,2020,B Line Eastbound,2020-01,505,,B Line,Eastbound,5amto9am,6,,,,
12,2019,B Line Eastbound,2019-12,500,,B Line,Eastbound,5amto9am,6,,,,
11,2019,B Line Eastbound,2019-11,562,,B Line,Eastbound,5amto9am,6,,,,
10,2019,B Line Eastbound,2019-10,589,,B Line,Eastbound,5amto9am,6,,,,
9,2019,B Line Eastbound,2019-09,590,,B Line,Eastbound,5amto9am,6,,,,
8,2019,B Line Eastbound,2019-08,545,,B Line,Eastbound,5amto9am,6,,,,
7,2019,B Line Eastbound,2019-07,566,,B Line,Eastbound,5amto9am,6,,,,
6,2019,B Line Eastbound,2019-06,573,,B Line,Eastbound,5amto9am,6,,,,
5,2024,B Line Westbound,2024-05,537,-35.76555024,B Line,Westbound,5amto9am,5,,,,
4,2024,B Line Westbound,2024-04,550,-34.21052632,B Line,Westbound,5amto9am,5,,,,
3,2024,B Line Westbound,2024-03,540,-35.40669856,B Line,Westbound,5amto9am,5,,,,
2,2024,B Line Westbound,2024-02,511,-38.87559809,B Line,Westbound,5amto9am,5,,,,
1,2024,B Line Westbound,2024-01,520,-37.79904306,B Line,Westbound,5amto9am,5,,,,
12,2023,B Line Westbound,2023-12,427,-48.92344498,B Line,Westbound,5amto9am,5,,,,
11,2023,B Line Westbound,2023-11,511,-38.87559809,B Line,Westbound,5amto9am,5,,,,
10,2023,B Line Westbound,2023-10,554,-33.73205742,B Line,Westbound,5amto9am,5,,,,
9,2023,B Line Westbound,2023-09,525,-37.20095694,B Line,Westbound,5amto9am,5,,,,
8,2023,B Line Westbound,2023-08,509,-39.11483254,B Line,Westbound,5amto9am,5,,,,
7,2023,B Line Westbound,2023-07,526,-37.08133971,B Line,Westbound,5amto9am,5,,,,
6,2023,B Line Westbound,2023-06,543,-35.04784689,B Line,Westbound,5amto9am,5,,,,
5,2023,B Line Westbound,2023-05,479,-42.70334928,B Line,Westbound,5amto9am,5,,,,
4,2023,B Line Westbound,2023-04,415,-50.35885167,B Line,Westbound,5amto9am,5,,,,
3,2023,B Line Westbound,2023-03,410,-50.9569378,B Line,Westbound,5amto9am,5,,,,
2,2023,B Line Westbound,2023-02,405,-51.55502392,B Line,Westbound,5amto9am,5,,,,
1,2023,B Line Westbound,2023-01,393,-52.99043062,B Line,Westbound,5amto9am,5,,,,
12,2022,B Line Westbound,2022-12,317,-62.08133971,B Line,Westbound,5amto9am,5,,,,
11,2022,B Line Westbound,2022-11,394,-52.8708134,B Line,Westbound,5amto9am,5,,,,
10,2022,B Line Westbound,2022-10,410,-50.9569378,B Line,Westbound,5amto9am,5,,,,
9,2022,B Line Westbound,2022-09,408,-51.19617225,B Line,Westbound,5amto9am,5,,,,
8,2022,B Line Westbound,2022-08,393,-52.99043062,B Line,Westbound,5amto9am,5,,,,
7,2022,B Line Westbound,2022-07,382,-54.3062201,B Line,Westbound,5amto9am,5,,,,
6,2022,B Line Westbound,2022-06,392,-53.11004785,B Line,Westbound,5amto9am,5,,,,
5,2022,B Line Westbound,2022-05,356,-57.41626794,B Line,Westbound,5amto9am,5,,,,
4,2022,B Line Westbound,2022-04,326,-61.00478469,B Line,Westbound,5amto9am,5,,,,
3,2022,B Line Westbound,2022-03,302,-63.87559809,B Line,Westbound,5amto9am,5,,,,
2,2022,B Line Westbound,2022-02,239,-71.41148325,B Line,Westbound,5amto9am,5,,,,
1,2022,B Line Westbound,2022-01,242,-71.05263158,B Line,Westbound,5amto9am,5,,,,
12,2021,B Line Westbound,2021-12,241,-71.1722488,B Line,Westbound,5amto9am,5,,,,
11,2021,B Line Westbound,2021-11,286,-65.78947368,B Line,Westbound,5amto9am,5,,,,
10,2021,B Line Westbound,2021-10,293,-64.95215311,B Line,Westbound,5amto9am,5,,,,
9,2021,B Line Westbound,2021-09,277,-66.86602871,B Line,Westbound,5amto9am,5,,,,
8,2021,B Line Westbound,2021-08,252,-69.85645933,B Line,Westbound,5amto9am,5,,,,
7,2021,B Line Westbound,2021-07,249,-70.215311,B Line,Westbound,5amto9am,5,,,,
6,2021,B Line Westbound,2021-06,235,-71.88995215,B Line,Westbound,5amto9am,5,,,,
5,2021,B Line Westbound,2021-05,217,-74.0430622,B Line,Westbound,5amto9am,5,,,,
4,2021,B Line Westbound,2021-04,197,-76.4354067,B Line,Westbound,5amto9am,5,,,,
3,2021,B Line Westbound,2021-03,204,-75.59808612,B Line,Westbound,5amto9am,5,,,,
2,2021,B Line Westbound,2021-02,195,-76.67464115,B Line,Westbound,5amto9am,5,,,,
1,2021,B Line Westbound,2021-01,187,-77.63157895,B Line,Westbound,5amto9am,5,,,,
12,2020,B Line Westbound,2020-12,181,-78.3492823,B Line,Westbound,5amto9am,5,,,,
11,2020,B Line Westbound,2020-11,203,-75.71770335,B Line,Westbound,5amto9am,5,,,,
10,2020,B Line Westbound,2020-10,214,-74.40191388,B Line,Westbound,5amto9am,5,,,,
9,2020,B Line Westbound,2020-09,207,-75.23923445,B Line,Westbound,5amto9am,5,,,,
8,2020,B Line Westbound,2020-08,212,-74.64114833,B Line,Westbound,5amto9am,5,,,,
7,2020,B Line Westbound,2020-07,205,-75.4784689,B Line,Westbound,5amto9am,5,,,,
6,2020,B Line Westbound,2020-06,191,-77.15311005,B Line,Westbound,5amto9am,5,,,,
5,2020,B Line Westbound,2020-05,156,-81.33971292,B Line,Westbound,5amto9am,5,,,,
4,2020,B Line Westbound,2020-04,111,-86.72248804,B Line,Westbound,5amto9am,5,,,,
3,2020,B Line Westbound,2020-03,284,-66.02870813,B Line,Westbound,5amto9am,5,,,,
2,2020,B Line Westbound,2020-02,836,0,B Line,Westbound,5amto9am,5,,,,
1,2020,B Line Westbound,2020-01,748,-10.52631579,B Line,Westbound,5amto9am,5,,,,
